Småhus;Boligblokk;Næringsbygg_mindre;Næringsbygg_større
0.000857414;0.000991354;0.001174016;0.001408819
0.003329116;0.003252164;0.003224348;0.003869218
0.001778295;0.002017661;0.002349064;0.002818877
0.000616303;0.000720812;0.000862274;0.001034728
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;3.04132E-06;6.79604E-06;8.15525E-06
0.007221999;0.005423646;0.003349205;0.004019046
0.007133431;0.006575223;0.00603004;0.007236048
0.006133517;0.00622019;0.006450977;0.007741173
0.005308038;0.005191972;0.005155806;0.006186967
0.003722283;0.003015763;0.002218637;0.002662365
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.17993E-05;2.39E-05;3.90772E-05;4.68927E-05
0.00928157;0.006680473;0.003656555;0.004387865
0.013828028;0.011032103;0.007859411;0.009431294
0.014654328;0.011926663;0.008854917;0.010625901
0.01410473;0.010708551;0.006800387;0.008160464
0.008270827;0.005843065;0.003012743;0.003615291
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.44213E-05;2.60853E-05;4.07762E-05;4.89315E-05
0.011438255;0.008013185;0.004015541;0.004818649
0.015268294;0.012052591;0.00839072;0.010068864
0.016239983;0.013085871;0.009519649;0.011423579
0.014923657;0.011360218;0.007262087;0.008714504
0.008757267;0.006211582;0.003245491;0.003894589
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
7.60398E-05;9.98696E-05;0.000130824;0.000156989
0.00847613;0.006396041;0.003999088;0.004798905
0.014301633;0.011541587;0.008422749;0.010107299
0.014172844;0.011840381;0.009246822;0.011096187
0.010583247;0.008920838;0.007082065;0.008498478
0.003980831;0.003396905;0.002756348;0.003307617
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
6.64976E-05;8.40392E-05;0.000107038;0.000128445
0.00055981;0.000649421;0.00077135;0.000925621
0.00029236;0.000342124;0.000409461;0.000491354
0.00037223;0.000439513;0.000530091;0.000636109
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000739094;0.000844134;0.000988729;0.001186475
0.001491007;0.001715083;0.002021811;0.002426173
0.001421697;0.00159038;0.001827322;0.002192786
0.001427132;0.00159609;0.001833483;0.00220018
0.000936863;0.000990992;0.001076726;0.001292072
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
4.3264E-05;6.07682E-05;8.32515E-05;9.99018E-05
0.010660633;0.007628214;0.004099631;0.004919557
0.014990183;0.012045503;0.008712614;0.010455137
0.015364643;0.0127975;0.009938267;0.01192592
0.012082077;0.009873647;0.007391021;0.008869225
0.006909843;0.005325507;0.003508986;0.004210783
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000182233;0.00022449;0.000280337;0.000336404
0.004700114;0.004226872;0.003737478;0.004484974
0.006526278;0.006471317;0.006535175;0.00784221
0.003944747;0.004084285;0.004336167;0.0052034
0.002584232;0.002882701;0.003303336;0.003964004
0.002383953;0.002296566;0.002236793;0.002684151
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001018999;0.000793704;0.000536128;0.000643353
0.000245163;0.000287582;0.000344899;0.000413879
0.00030547;0.000356852;0.000426451;0.000511742
0.000249096;0.000292;0.000349996;0.000419995
0.002375692;0.002143305;0.001904353;0.002285223
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;9.88429E-06;2.20871E-05;2.65046E-05
0.001847188;0.002145879;0.002551913;0.003062295
0.004441738;0.004965336;0.005701395;0.006841674
0.004969909;0.005603129;0.006485183;0.00778222
0.004304985;0.00477523;0.005442662;0.006531195
0.002604219;0.00276873;0.003024389;0.003629267
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001077426;0.001180324;0.001329103;0.001594924
0.003446867;0.003766884;0.004231531;0.005077837
0.003050911;0.003426961;0.003952793;0.004743352
0.001630504;0.001824838;0.002097663;0.002517196
3.2997E-05;4.45486E-05;5.94758E-05;7.1371E-05
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000363155;0.000436863;0.000535188;0.000642226
0.0056413;0.005371159;0.0051515;0.0061818
0.004915113;0.005331021;0.005943682;0.007132419
0.00685214;0.007017033;0.007358894;0.008830672
0.003476235;0.00371414;0.004078006;0.004893607
0.001550728;0.001726036;0.001973762;0.002368514
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.0003684;0.000442754;0.000541984;0.000650381
0.00511698;0.004989361;0.004935075;0.00592209
0.010587955;0.009817248;0.009079439;0.010895327
0.012332468;0.011316512;0.010311132;0.012373359
0.009214156;0.008353426;0.00747675;0.0089721
0.008723366;0.006523847;0.003984438;0.004781325
0;1.52066E-06;3.39802E-06;4.07762E-06
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.44213E-05;2.68456E-05;4.24752E-05;5.09703E-05
0.000726761;0.0008504;0.001017707;0.001221248
0.000604385;0.000700257;0.000830816;0.000996979
0.000199277;0.000235273;0.000283735;0.000340482
0.000194033;0.000228621;0.00027524;0.000330288
2.55948E-05;3.67195E-05;5.09703E-05;6.11644E-05
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001227109;0.001250394;0.001303907;0.001564688
0.003258305;0.003287213;0.00338866;0.004066392
0.006012557;0.006060433;0.006240882;0.007489059
0.009400976;0.008307975;0.007148316;0.00857798
0.006156516;0.004766925;0.003175627;0.003810753
4.98192E-05;6.81323E-05;9.17465E-05;0.000110096
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000268761;0.000326258;0.000402665;0.000483198
0.002699962;0.002667144;0.002681117;0.003217341
0.003960072;0.00408598;0.004321343;0.005185612
0.003454025;0.003556765;0.003753312;0.004503974
0.003482975;0.003509899;0.003613431;0.004336117
0.002613228;0.002381209;0.002147505;0.002577006
1.83544E-05;3.1264E-05;4.75723E-05;5.70867E-05
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.002042238;0.001670566;0.001252927;0.001503512
0.006153954;0.005760841;0.005399714;0.006479656
0.009895495;0.00934315;0.008860948;0.010633138
0.008477669;0.008127504;0.007866294;0.009439553
0.006085381;0.006086058;0.006209706;0.007451647
0.003564272;0.003232472;0.002894775;0.00347373
5.50633E-05;7.40235E-05;9.85426E-05;0.000118251
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
9.83182E-05;0.000120718;0.000150357;0.000180429
0.002571361;0.002843975;0.003232429;0.003878915
0.00562567;0.005972286;0.006513742;0.007816491
0.008879774;0.008436524;0.008068508;0.00968221
0.0104989;0.009521188;0.008526019;0.010231223
0.005002597;0.004279832;0.003488488;0.004186186
0.000162568;0.000200877;0.000251453;0.000301744
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000474368;0.000548598;0.000649814;0.000779776
0.002086385;0.002421855;0.002878123;0.003453747
0.00312619;0.00356893;0.004178615;0.005014338
0.00425994;0.004854214;0.005673859;0.006808631
0.004474201;0.005088978;0.005938259;0.007125911
0.005410666;0.005373111;0.005435943;0.006523131
0.000268761;0.000326258;0.000402665;0.000483198
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000496741;0.00058206;0.000697417;0.000836901
0.002611023;0.003027071;0.003593406;0.004312087
0.004489251;0.005110282;0.005967588;0.007161106
0.004844257;0.005559145;0.006539489;0.007847386
0.00482645;0.005472815;0.006368203;0.007641844
0.00252243;0.002913564;0.003447354;0.004136825
0.000344801;0.000415483;0.000509703;0.000611644
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001002925;0.001158976;0.001371872;0.001646246
0.004516821;0.005037022;0.005770404;0.006924485
0.005787755;0.006511116;0.007520961;0.009025153
0.005898044;0.006691448;0.007789991;0.00934799
0.00654431;0.007266708;0.008290632;0.009948759
0.003926651;0.004368281;0.00499275;0.005991299
0.001125656;0.001101795;0.001095053;0.001314064
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.003631945;0.002924001;0.002123293;0.002547952
0.011209596;0.009634294;0.007915701;0.009498841
0.017460057;0.015798164;0.014098811;0.016918574
0.018444098;0.01690864;0.015385241;0.018462289
0.016827072;0.014991838;0.013065711;0.015678853
0.006465778;0.00597332;0.005495836;0.006595003
0.001390379;0.001254314;0.001114392;0.001337271
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000273753;0.000324782;0.000393305;0.000471966
0.000876453;0.00102375;0.001223287;0.001467944
0.001462778;0.001679203;0.001975917;0.0023711
0.002249026;0.002584755;0.003044626;0.003653551
0.003783091;0.004322152;0.005064009;0.00607681
0.002901837;0.003176885;0.003575015;0.004290018
0.002191823;0.001705933;0.001150301;0.001380362
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.003606414;0.003022366;0.002374101;0.002848922
0.007115731;0.007329029;0.007735967;0.00928316
0.011863801;0.012218245;0.012895262;0.015474314
0.014939292;0.015056764;0.015503291;0.018603949
0.01530032;0.014491852;0.013802528;0.016563034
0.015473093;0.012776628;0.009759926;0.011711911
0.007049081;0.005225974;0.003117483;0.00374098
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
2.02556E-05;2.96337E-05;4.16205E-05;4.99446E-05
0.000435244;0.000512535;0.000616741;0.000740089
0.000587342;0.000681111;0.000808729;0.000970474
0.00041953;0.000488789;0.00058276;0.000699312
0.000232052;0.000272854;0.000327909;0.000393491
0.000524612;0.000615846;0.000739069;0.000886883
0.000163091;0.000195844;0.000239571;0.000287485
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.011175682;0.008410818;0.005222945;0.006267534
0.020455244;0.016610249;0.012276154;0.014731385
0.024222246;0.021487408;0.018599903;0.022319884
0.025889414;0.023383497;0.020812255;0.024974707
0.023526442;0.020728721;0.01774954;0.021299448
0.019599367;0.01568528;0.011248614;0.013498337
0.009612708;0.007142213;0.004286215;0.005143458
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000102729;0.000125774;0.000156298;0.000187558
0.000918425;0.00105754;0.001247823;0.001497388
0.001866907;0.002148992;0.002534923;0.003041907
0.001828757;0.002103929;0.002480554;0.002976665
0.001461696;0.001682436;0.001984454;0.002381345
0.000712775;0.000833674;0.000997319;0.001196782
6.00647E-05;7.63638E-05;9.76983E-05;0.000117238
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001191015;0.001296346;0.00145042;0.001740504
0.004997508;0.005145938;0.005430043;0.006516051
0.007025473;0.007988674;0.009319598;0.011183518
0.015021526;0.014956572;0.01517954;0.018215449
0.014939524;0.014996808;0.015369033;0.018442839
0.009208356;0.009002789;0.008934841;0.010721809
0.003262631;0.002946264;0.002621533;0.00314584
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.002423178;0.002393612;0.002406014;0.002887217
0.007379143;0.007337261;0.007434477;0.008921373
0.013000328;0.013022054;0.013311243;0.015973491
0.014949583;0.014480695;0.014203528;0.017044233
0.017002569;0.015724146;0.014488984;0.01738678
0.010407603;0.009140102;0.007785326;0.009342391
0.003654243;0.003095584;0.002479629;0.002975554
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001504275;0.001604435;0.001758449;0.002110139
0.004175923;0.004785972;0.005623397;0.006748077
0.008197927;0.009066255;0.010303714;0.012364457
0.005541726;0.006357129;0.007475643;0.008970772
0.005272964;0.00604988;0.007115453;0.008538544
0.00569097;0.006509536;0.007634967;0.00916196
0.001643026;0.001853362;0.002146195;0.002575434
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.001261409;0.001465216;0.001742287;0.002090745
0.003907483;0.004522381;0.005360376;0.006432451
0.005620956;0.00644542;0.007576718;0.009092062
0.006087114;0.006981226;0.008207916;0.0098495
0.004641856;0.005322566;0.00625663;0.007507956
0.004167491;0.004817285;0.005703607;0.006844329
0.001719185;0.001987021;0.002352379;0.002822854
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.002420392;0.002736219;0.003174978;0.003809973
0.004103061;0.004748041;0.00562712;0.006752545
0.007834861;0.008915147;0.010406954;0.012488345
0.010595917;0.011965373;0.013869903;0.016643884
0.009711349;0.01102905;0.012851834;0.015422201
0.006090503;0.006982103;0.008205761;0.009846913
0.002333306;0.00267476;0.003143399;0.003772078
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.013847368;0.011300231;0.008435074;0.010122089
0.023999543;0.020464717;0.016585077;0.019902093
0.027266282;0.02527868;0.023375123;0.028050147
0.02977469;0.027961566;0.026324038;0.031588845
0.026424992;0.024428696;0.022497428;0.026996914
0.022062167;0.018819834;0.015262198;0.018314637
0.01327472;0.010481262;0.007300448;0.008760538
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.009746434;0.008244514;0.006586987;0.007904384
0.015208032;0.014008882;0.012835371;0.015402445
0.017358991;0.017268313;0.017506698;0.021008037
0.020872725;0.020860693;0.021267082;0.025520499
0.02230969;0.021435905;0.0208074;0.02496888
0.017487976;0.015796364;0.014060885;0.016873062
0.012392369;0.010129334;0.007585557;0.009102668
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
2.88427E-05;4.38069E-05;6.28634E-05;7.5436E-05
0.008684101;0.007747468;0.006766388;0.008119665
0.011953306;0.011757933;0.011757968;0.014109561
0.017857099;0.018339217;0.01929481;0.023153772
0.018854105;0.019397105;0.020447981;0.024537577
0.0200825;0.020015973;0.020339137;0.024406965
0.016079754;0.014960236;0.013902628;0.016683153
0.007728103;0.007219446;0.006747439;0.008096926
3.40868E-05;4.96982E-05;6.96594E-05;8.35913E-05
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000171745;0.000211947;0.000265046;0.000318055
0.007639461;0.00726779;0.006963114;0.008355737
0.012921536;0.013261633;0.013942285;0.016730742
0.017424104;0.018173452;0.019450221;0.023340266
0.023552457;0.023658228;0.024264135;0.029116962
0.026317558;0.024972401;0.023842841;0.028611409
0.024211937;0.020871186;0.017235432;0.020682518
0.012689025;0.010702689;0.008506504;0.010207805
3.40868E-05;4.96982E-05;6.96594E-05;8.35913E-05
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000235985;0.000287156;0.000355093;0.000426112
0.011857828;0.010178092;0.008343651;0.010012381
0.024014212;0.02103385;0.01783903;0.021406837
0.029737018;0.027849384;0.026119109;0.031342931
0.03292662;0.031165444;0.029655659;0.035586791
0.028618278;0.026831504;0.025203168;0.030243802
0.021499391;0.019106725;0.016586703;0.019904044
0.016707305;0.013571843;0.010038076;0.012045692
7.07956E-05;9.3218E-05;0.000122329;0.000146794
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.00021632;0.000265064;0.000329608;0.000395529
0.016121581;0.013299091;0.010139889;0.012167867
0.023844463;0.021612967;0.019339248;0.023207098
0.026082174;0.025584464;0.025496385;0.030595662
0.029380272;0.028751402;0.028567958;0.034281549
0.026673639;0.025867338;0.02541022;0.030492264
0.011394582;0.011180292;0.011145696;0.013374835
0.005591211;0.004990078;0.004360776;0.005232931
9.04611E-05;0.000116831;0.000151212;0.000181454
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000285805;0.000346165;0.000426451;0.000511742
0.01394213;0.011670053;0.00914639;0.010975668
0.020188827;0.018571491;0.016982219;0.020378663
0.027807714;0.026629418;0.025735933;0.030883119
0.030127269;0.028976445;0.028163688;0.033796425
0.027381616;0.025988479;0.02482116;0.029785392
0.021739347;0.019536273;0.017255159;0.02070619
0.012634859;0.010692227;0.008548904;0.010258685
0.000190099;0.000233327;0.000290531;0.000348637
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.000639783;0.000760552;0.000922562;0.001107075
0.009658635;0.009418622;0.009317235;0.011180682
0.016461863;0.016787201;0.017521078;0.021025294
0.019297011;0.020229136;0.021769354;0.026123225
0.018058662;0.019660028;0.022001479;0.026401775
0.017516054;0.018975097;0.02112989;0.025355868
0.014845413;0.015138035;0.015798901;0.018958681
0.007522203;0.007575546;0.007793212;0.009351854
0.00031858;0.000384506;0.000472325;0.00056679
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.007340785;0.005505246;0.003387293;0.004064752
0.019631643;0.016163337;0.012277669;0.014733203
0.023130659;0.021912235;0.020874819;0.025049783
0.023680115;0.024329036;0.025608076;0.030729691
0.023548024;0.024651365;0.026488753;0.031786503
0.021208179;0.022020262;0.023450849;0.028141019
0.01408756;0.014974202;0.016353132;0.019623758
0.007037944;0.007398847;0.007986444;0.009583733
0.000348734;0.000419901;0.0005148;0.00061776
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
