,1,2,ID,scenario
0,60.704488197,30.096422901519524,_termisk_energibehov,solcellerAlle
1,59.6015483805,27.30717588073771,_termisk_energibehov,solcellerAlle
2,62.6504770665,26.71996598162574,_termisk_energibehov,solcellerAlle
3,63.138215601,25.741282816439146,_termisk_energibehov,solcellerAlle
4,64.7680618755,26.71996598162574,_termisk_energibehov,solcellerAlle
5,70.559582409,27.35611003899703,_termisk_energibehov,solcellerAlle
6,82.5771984075,28.236924887664983,_termisk_energibehov,solcellerAlle
7,99.586889028,30.09642290151953,_termisk_energibehov,solcellerAlle
8,107.055937629,30.634698642372157,_termisk_energibehov,solcellerAlle
9,110.996598249,30.3900278510755,_termisk_energibehov,solcellerAlle
10,112.76619157350001,31.27084269974344,_termisk_energibehov,solcellerAlle
11,99.490860657,35.47918031004584,_termisk_energibehov,solcellerAlle
12,95.8576296825,33.52181397967264,_termisk_energibehov,solcellerAlle
13,91.3778646885,32.68993328926402,_termisk_energibehov,solcellerAlle
14,87.7311300465,34.598365461377895,_termisk_energibehov,solcellerAlle
15,83.94631813800001,32.78780160578268,_termisk_energibehov,solcellerAlle
16,77.2189147035,36.800402583047756,_termisk_energibehov,solcellerAlle
17,73.8367246755,36.996139216085076,_termisk_energibehov,solcellerAlle
18,70.298822448,39.100308021236266,_termisk_energibehov,solcellerAlle
19,69.2008937595,40.6172669272755,_termisk_energibehov,solcellerAlle
20,65.258206434,37.92588822301235,_termisk_energibehov,solcellerAlle
21,62.127317223000006,37.1918758491224,_termisk_energibehov,solcellerAlle
22,61.418375567999995,36.84933674130708,_termisk_energibehov,solcellerAlle
23,60.363088749,34.598365461377895,_termisk_energibehov,solcellerAlle
24,59.014614681,32.543130814486034,_termisk_energibehov,solcellerAlle
25,57.669717298500004,32.54313081448604,_termisk_energibehov,solcellerAlle
26,57.936423708,30.977237750187463,_termisk_energibehov,solcellerAlle
27,56.488451589,30.39002785107551,_termisk_energibehov,solcellerAlle
28,60.663227800499996,29.99855458500086,_termisk_energibehov,solcellerAlle
29,59.9853013875,29.90068626848221,_termisk_energibehov,solcellerAlle
30,61.002466164,29.607081318926234,_termisk_energibehov,solcellerAlle
31,65.23810290899999,29.656015477185555,_termisk_energibehov,solcellerAlle
32,70.698106539,29.851752110222883,_termisk_energibehov,solcellerAlle
33,74.5800232725,32.64099913100469,_termisk_energibehov,solcellerAlle
34,74.0636481465,32.93460408056067,_termisk_energibehov,solcellerAlle
35,75.317916492,37.14294169086306,_termisk_energibehov,solcellerAlle
36,75.0061767645,36.16425852567646,_termisk_energibehov,solcellerAlle
37,74.636683929,34.54943130311857,_termisk_energibehov,solcellerAlle
38,73.2690750735,36.35999515871378,_termisk_energibehov,solcellerAlle
39,70.9620094755,35.821719417861146,_termisk_energibehov,solcellerAlle
40,70.2246775905,33.9622214040066,_termisk_energibehov,solcellerAlle
41,66.7024873965,35.7238511013425,_termisk_energibehov,solcellerAlle
42,60.963295040999995,35.33237783526785,_termisk_energibehov,solcellerAlle
43,53.9778348675,36.31106100045445,_termisk_energibehov,solcellerAlle
44,53.16852454199999,31.17297438322479,_termisk_energibehov,solcellerAlle
45,56.4929262675,29.90068626848221,_termisk_energibehov,solcellerAlle
46,54.405490347,28.72626647025828,_termisk_energibehov,solcellerAlle
47,57.185838071999996,27.943319938109006,_termisk_energibehov,solcellerAlle
48,56.088005724,26.4752951903291,_termisk_energibehov,solcellerAlle
49,57.671225685,26.719965981625748,_termisk_energibehov,solcellerAlle
50,59.734151302499995,27.160373405959717,_termisk_energibehov,solcellerAlle
51,62.1332650935,26.67103182336642,_termisk_energibehov,solcellerAlle
52,65.4633594405,26.4752951903291,_termisk_energibehov,solcellerAlle
53,72.40969328400001,26.08382192425445,_termisk_energibehov,solcellerAlle
54,89.242098543,25.9859536077358,_termisk_energibehov,solcellerAlle
55,104.6161123335,26.573163506847756,_termisk_energibehov,solcellerAlle
56,108.08595515249999,28.677332311998953,_termisk_energibehov,solcellerAlle
57,104.118270489,32.44526249796737,_termisk_energibehov,solcellerAlle
58,103.2829176555,36.35999515871378,_termisk_energibehov,solcellerAlle
59,90.2427517665,34.54943130311857,_termisk_energibehov,solcellerAlle
60,86.52819021299999,35.821719417861146,_termisk_energibehov,solcellerAlle
61,83.8568597625,34.98983872745254,_termisk_energibehov,solcellerAlle
62,85.302138969,37.33867832390038,_termisk_energibehov,solcellerAlle
63,81.1181972565,35.23450951874919,_termisk_energibehov,solcellerAlle
64,77.3579919915,36.800402583047756,_termisk_energibehov,solcellerAlle
65,73.868974569,34.69623377789656,_termisk_energibehov,solcellerAlle
66,71.060498973,40.07899118642286,_termisk_energibehov,solcellerAlle
67,68.4214209045,37.28974416564105,_termisk_energibehov,solcellerAlle
68,66.401689248,35.28344367700851,_termisk_energibehov,solcellerAlle
69,63.856587249,34.54943130311857,_termisk_energibehov,solcellerAlle
70,62.1990432585,33.766484770969285,_termisk_energibehov,solcellerAlle
71,61.37018078850001,31.955920915374065,_termisk_energibehov,solcellerAlle
72,60.263021187,30.14535705977886,_termisk_energibehov,solcellerAlle
73,60.9511458285,29.264542211110914,_termisk_energibehov,solcellerAlle
74,62.24867852399999,29.019871419814258,_termisk_energibehov,solcellerAlle
75,63.770043973499995,28.92200310329561,_termisk_energibehov,solcellerAlle
76,69.46814052900001,28.92200310329561,_termisk_energibehov,solcellerAlle
77,82.089780534,28.77520062851761,_termisk_energibehov,solcellerAlle
78,98.90522559899999,28.824134786776938,_termisk_energibehov,solcellerAlle
79,119.2533427755,30.781501117150142,_termisk_energibehov,solcellerAlle
80,129.030636168,28.09012241288699,_termisk_energibehov,solcellerAlle
81,129.55204517400003,28.33479320418364,_termisk_energibehov,solcellerAlle
82,127.0683561555,32.885669922301346,_termisk_energibehov,solcellerAlle
83,118.7073011745,32.64099913100469,_termisk_energibehov,solcellerAlle
84,128.09437430399998,38.80670307168028,_termisk_energibehov,solcellerAlle
85,127.28696234850001,35.821719417861146,_termisk_energibehov,solcellerAlle
86,130.91101680149998,36.35999515871378,_termisk_energibehov,solcellerAlle
87,130.868874054,36.996139216085076,_termisk_energibehov,solcellerAlle
88,120.31841544299999,39.29604465427359,_termisk_energibehov,solcellerAlle
89,111.07304674650001,36.75146842478843,_termisk_energibehov,solcellerAlle
90,104.9923152315,43.50438226457597,_termisk_energibehov,solcellerAlle
91,97.9228194795,41.44914761768411,_termisk_energibehov,solcellerAlle
92,94.31244431100001,42.378896624611386,_termisk_energibehov,solcellerAlle
93,89.19879224399999,42.183159991574065,_termisk_energibehov,solcellerAlle
94,86.48139183750001,37.77908574823435,_termisk_energibehov,solcellerAlle
95,86.87987889749999,36.26212684219512,_termisk_energibehov,solcellerAlle
96,84.665310489,34.79410209441522,_termisk_energibehov,solcellerAlle
97,85.5398209365,33.962221404006605,_termisk_energibehov,solcellerAlle
98,86.93715101400001,33.08140655533867,_termisk_energibehov,solcellerAlle
99,89.055545652,32.78780160578268,_termisk_energibehov,solcellerAlle
100,93.9498787485,33.130340713597995,_termisk_energibehov,solcellerAlle
101,99.7084682505,33.179274871857324,_termisk_energibehov,solcellerAlle
102,118.54885482450001,34.402628828340575,_termisk_energibehov,solcellerAlle
103,135.02575368450002,37.5344149569377,_termisk_energibehov,solcellerAlle
104,138.8213831025,39.687517920348235,_termisk_energibehov,solcellerAlle
105,131.32293358500002,39.24711049601426,_termisk_energibehov,solcellerAlle
106,126.14162880149999,39.736452078607556,_termisk_energibehov,solcellerAlle
107,122.715304515,39.58964960382957,_termisk_energibehov,solcellerAlle
108,120.044835441,40.66620108553484,_termisk_energibehov,solcellerAlle
109,118.4178296115,48.936073831361625,_termisk_energibehov,solcellerAlle
110,110.5410033135,46.195760968839124,_termisk_energibehov,solcellerAlle
111,105.7492721385,45.902156019283154,_termisk_energibehov,solcellerAlle
112,98.8555270545,42.77036989068603,_termisk_energibehov,solcellerAlle
113,91.0451216655,44.923472854096545,_termisk_energibehov,solcellerAlle
114,87.0641651205,43.455448106316645,_termisk_energibehov,solcellerAlle
115,82.714237614,45.8042877027645,_termisk_energibehov,solcellerAlle
116,79.44812011350001,45.70641938624583,_termisk_energibehov,solcellerAlle
117,76.94741970899999,39.785386236866884,_termisk_energibehov,solcellerAlle
118,71.7870097935,32.93460408056067,_termisk_energibehov,solcellerAlle
119,69.89765207399999,29.851752110222876,_termisk_energibehov,solcellerAlle
120,71.0357607945,29.019871419814258,_termisk_energibehov,solcellerAlle
121,69.427985382,28.481595678961632,_termisk_energibehov,solcellerAlle
122,70.4845658655,28.09012241288699,_termisk_energibehov,solcellerAlle
123,75.10149911250001,28.13905657114632,_termisk_energibehov,solcellerAlle
124,80.1798045255,28.432661520702304,_termisk_energibehov,solcellerAlle
125,83.2956831045,27.992254096368328,_termisk_energibehov,solcellerAlle
126,103.2002191125,29.11773973633293,_termisk_energibehov,solcellerAlle
127,118.1577856275,33.27714318837598,_termisk_energibehov,solcellerAlle
128,123.576271479,33.81541892922862,_termisk_energibehov,solcellerAlle
129,120.010474233,43.74905305587262,_termisk_energibehov,solcellerAlle
130,118.25783292599999,38.904571388198946,_termisk_energibehov,solcellerAlle
131,117.783398979,39.687517920348235,_termisk_energibehov,solcellerAlle
132,116.00715602700001,36.800402583047756,_termisk_energibehov,solcellerAlle
133,113.828040567,40.07899118642287,_termisk_energibehov,solcellerAlle
134,112.6618302825,44.33626295498459,_termisk_energibehov,solcellerAlle
135,110.9002609485,41.20447682638746,_termisk_energibehov,solcellerAlle
136,103.08026097,40.715135243794165,_termisk_energibehov,solcellerAlle
137,97.83081465750001,43.455448106316645,_termisk_energibehov,solcellerAlle
138,98.89265583000001,41.547015934202776,_termisk_energibehov,solcellerAlle
139,95.4764533395,42.47676494113004,_termisk_energibehov,solcellerAlle
140,96.019350543,43.30864563153867,_termisk_energibehov,solcellerAlle
141,92.85590713049999,39.44284712905158,_termisk_energibehov,solcellerAlle
142,91.2430640655,38.072690697790335,_termisk_energibehov,solcellerAlle
143,93.083569686,35.13664120223053,_termisk_energibehov,solcellerAlle
144,90.367460811,31.80911844059608,_termisk_energibehov,solcellerAlle
145,92.8137320325,30.830435275409485,_termisk_energibehov,solcellerAlle
146,94.70512534500001,29.75388379370422,_termisk_energibehov,solcellerAlle
147,98.0924751,29.460278844148235,_termisk_energibehov,solcellerAlle
148,100.149907887,30.585764484112836,_termisk_energibehov,solcellerAlle
149,101.70837616050001,36.11532436741713,_termisk_energibehov,solcellerAlle
150,120.90967984349999,36.506797633491765,_termisk_energibehov,solcellerAlle
151,139.47812313749998,38.95350554645828,_termisk_energibehov,solcellerAlle
152,145.52638897050002,45.46174859494917,_termisk_energibehov,solcellerAlle
153,142.6719692655,47.712719874878374,_termisk_energibehov,solcellerAlle
154,139.38051812400002,47.37018076706306,_termisk_energibehov,solcellerAlle
155,133.846047198,45.46174859494917,_termisk_energibehov,solcellerAlle
156,131.24713245299998,45.26601196191187,_termisk_energibehov,solcellerAlle
157,130.10548473,46.88083918446975,_termisk_energibehov,solcellerAlle
158,131.5032015915,47.6148515583597,_termisk_energibehov,solcellerAlle
159,122.3965628595,46.83190502621042,_termisk_energibehov,solcellerAlle
160,110.84565970349999,47.6148515583597,_termisk_energibehov,solcellerAlle
161,103.86516657600001,48.20206145747167,_termisk_energibehov,solcellerAlle
162,99.1340129565,47.90845650791569,_termisk_energibehov,solcellerAlle
163,92.432385405,49.767954521770235,_termisk_energibehov,solcellerAlle
164,87.94870600050001,46.29362928535778,_termisk_energibehov,solcellerAlle
165,83.38328363699999,43.99372384716927,_termisk_energibehov,solcellerAlle
166,79.5165936795,42.77036989068603,_termisk_energibehov,solcellerAlle
167,77.91748464599999,40.47046445249751,_termisk_energibehov,solcellerAlle
168,75.0318580845,35.870653576120475,_termisk_energibehov,solcellerAlle
169,72.32618064600001,34.1090238787846,_termisk_energibehov,solcellerAlle
170,71.55772900200002,32.83673576404202,_termisk_energibehov,solcellerAlle
171,69.51397585499998,32.738867447523354,_termisk_energibehov,solcellerAlle
172,70.8018887205,33.375011504894644,_termisk_energibehov,solcellerAlle
173,73.2700626525,33.71755061270996,_termisk_energibehov,solcellerAlle
174,78.076997496,33.17927487185733,_termisk_energibehov,solcellerAlle
175,82.03697136449999,33.52181397967264,_termisk_energibehov,solcellerAlle
176,87.6218308605,36.01745605089847,_termisk_energibehov,solcellerAlle
177,87.6658495815,37.632283273456366,_termisk_energibehov,solcellerAlle
178,89.41399274700001,42.52569909938937,_termisk_energibehov,solcellerAlle
179,87.90088307399999,48.05525898269367,_termisk_energibehov,solcellerAlle
180,86.936039721,47.37018076706306,_termisk_energibehov,solcellerAlle
181,93.7593101295,46.92977334272908,_termisk_energibehov,solcellerAlle
182,91.466853093,44.629867904540575,_termisk_energibehov,solcellerAlle
183,87.1872669495,42.81930404894536,_termisk_energibehov,solcellerAlle
184,94.861151451,46.39149760187645,_termisk_energibehov,solcellerAlle
185,89.09814592800001,43.651184739353965,_termisk_energibehov,solcellerAlle
186,95.84650146599999,43.30864563153867,_termisk_energibehov,solcellerAlle
187,94.81280451750001,42.86823820720469,_termisk_energibehov,solcellerAlle
188,92.0017977615,43.700118897613294,_termisk_energibehov,solcellerAlle
189,89.818892316,39.149242179495594,_termisk_energibehov,solcellerAlle
190,87.89321067300001,38.464163963864976,_termisk_energibehov,solcellerAlle
191,87.8663046555,37.28974416564105,_termisk_energibehov,solcellerAlle
192,83.2120751925,37.1918758491224,_termisk_energibehov,solcellerAlle
193,76.04282720699999,33.22820903011665,_termisk_energibehov,solcellerAlle
194,78.493037013,33.03247239707933,_termisk_energibehov,solcellerAlle
195,73.9898065305,34.06008972052526,_termisk_energibehov,solcellerAlle
196,76.0494818115,33.08140655533867,_termisk_energibehov,solcellerAlle
197,76.3822539855,33.22820903011665,_termisk_energibehov,solcellerAlle
198,80.034267447,32.78780160578268,_termisk_energibehov,solcellerAlle
199,83.66469210449999,31.955920915374065,_termisk_energibehov,solcellerAlle
200,86.66404773750001,32.34739418144871,_termisk_energibehov,solcellerAlle
201,85.154626377,36.65360010826976,_termisk_energibehov,solcellerAlle
202,83.36727653850001,39.05137386297694,_termisk_energibehov,solcellerAlle
203,82.20298879799999,44.28732879672527,_termisk_energibehov,solcellerAlle
204,80.499892104,41.595950092462104,_termisk_energibehov,solcellerAlle
205,78.395498478,40.959806035090814,_termisk_energibehov,solcellerAlle
206,77.48168004,41.93848920027742,_termisk_energibehov,solcellerAlle
207,77.629801959,45.80428770276448,_termisk_energibehov,solcellerAlle
208,77.88838732650001,47.51698324184105,_termisk_energibehov,solcellerAlle
209,74.548038582,45.51068275320851,_termisk_energibehov,solcellerAlle
210,71.871294933,44.483065429762576,_termisk_energibehov,solcellerAlle
211,70.4339327115,47.02764165924775,_termisk_energibehov,solcellerAlle
212,69.271982739,42.2320941498334,_termisk_energibehov,solcellerAlle
213,70.1871894045,38.513098122124305,_termisk_energibehov,solcellerAlle
214,73.35868880250001,35.821719417861146,_termisk_energibehov,solcellerAlle
215,70.525837638,32.543130814486034,_termisk_energibehov,solcellerAlle
216,65.599122402,31.56444764929943,_termisk_energibehov,solcellerAlle
217,67.1606664615,30.879369433668813,_termisk_energibehov,solcellerAlle
218,73.374942618,30.585764484112836,_termisk_energibehov,solcellerAlle
219,75.791738979,30.292159534556838,_termisk_energibehov,solcellerAlle
220,81.2182527315,30.58576448411283,_termisk_energibehov,solcellerAlle
221,93.5280211185,29.99855458500086,_termisk_energibehov,solcellerAlle
222,116.8654876695,30.92830359192814,_termisk_energibehov,solcellerAlle
223,136.4478361605,37.28974416564105,_termisk_energibehov,solcellerAlle
224,146.2796806725,38.61096643864297,_termisk_energibehov,solcellerAlle
225,143.75007136349998,43.89585553065062,_termisk_energibehov,solcellerAlle
226,139.59294643799998,44.23839463846593,_termisk_energibehov,solcellerAlle
227,129.42699876,47.85952234965636,_termisk_energibehov,solcellerAlle
228,131.610208158,45.55961691146784,_termisk_energibehov,solcellerAlle
229,133.6447428345,45.60855106972717,_termisk_energibehov,solcellerAlle
230,130.6565897175,51.87212332692144,_termisk_energibehov,solcellerAlle
231,126.525808053,47.81058819139703,_termisk_energibehov,solcellerAlle
232,118.403662581,45.021341170615216,_termisk_energibehov,solcellerAlle
233,112.087865934,48.49566640702764,_termisk_energibehov,solcellerAlle
234,104.100955506,44.483065429762576,_termisk_energibehov,solcellerAlle
235,87.30621867149999,42.03635751679607,_termisk_energibehov,solcellerAlle
236,82.81971766350001,41.987423358536745,_termisk_energibehov,solcellerAlle
237,79.494938397,39.39391297079226,_termisk_energibehov,solcellerAlle
238,74.5601685975,36.017456050898474,_termisk_energibehov,solcellerAlle
239,73.192867605,32.39632833970804,_termisk_energibehov,solcellerAlle
240,71.074281708,29.949620426741532,_termisk_energibehov,solcellerAlle
241,70.7180440455,30.243225376297517,_termisk_energibehov,solcellerAlle
242,70.70536620450001,29.704949635444883,_termisk_energibehov,solcellerAlle
243,69.99684261750001,29.460278844148235,_termisk_energibehov,solcellerAlle
